transaction_id,created_at,completed_at,type,source_type,card_name,card_last4,reference,amount,user_amount,settled_amount,exchange_rate,currency,status,linked_transaction_id,fee,merchant,mcc,gateway_ref
"WLF15-CD-0090","23/04/2026 | 11:24 PM","23/04/2026 | 11:24 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Apple","-55.92","55.92 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0112","23/04/2026 | 06:36 PM","23/04/2026 | 06:36 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2039.34","2,039.34 USD","","-","USD","Success","","","","",""
"WLF15-WL-0026","2026-04-23T17:36:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","1759.13","","","","USD","Success","","","","",""
"WLF15-CD-0256","23/04/2026 | 01:21 PM","23/04/2026 | 01:21 PM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","251.69","251.69 USD","251.69 USD","","USD","Success","","","","",""
"WLF15-WL-0111","23/04/2026 | 01:21 PM","23/04/2026 | 01:21 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-251.69","251.69 USD","251.69 USD","","USD","Success","","","","",""
"WLF15-WL-0027","2026-04-23T09:39:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","247.89","","","","USD","Success","","","","",""
"WLF15-WL-0011","2026-04-23T02:21:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","211.72","","","","USD","Success","","","","",""
"WLF15-CD-0153","22/04/2026 | 07:34 AM","22/04/2026 | 07:34 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Vultr","-8.75","8.75 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0068","22/04/2026 | 06:37 AM","22/04/2026 | 06:37 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Grab","-16.33","16.33 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0041","22/04/2026 | 03:16 AM","22/04/2026 | 03:16 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription CANVA* PRO MONTHLY","-12.99","12.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0255","21/04/2026 | 11:38 PM","21/04/2026 | 11:38 PM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","488.67","488.67 USD","488.67 USD","","USD","Success","","","","",""
"WLF15-WL-0110","21/04/2026 | 11:38 PM","21/04/2026 | 11:38 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-488.67","488.67 USD","488.67 USD","","USD","Success","","","","",""
"WLF15-CD-0157","21/04/2026 | 06:43 PM","21/04/2026 | 06:43 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Shopee","-200.1","200.10 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0119","21/04/2026 | 09:26 AM","21/04/2026 | 09:26 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","The Coffee House","-34.11","34.11 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0109","21/04/2026 | 04:44 AM","21/04/2026 | 04:44 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2500.68","2,500.68 USD","","-","USD","Success","","","","",""
"WLF15-WL-0010","2026-04-21T03:38:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","444.29","","","","USD","Success","","","","",""
"WLF15-WL-0025","2026-04-20T21:44:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","2512.67","","","","USD","Success","","","","",""
"WLF15-CD-0034","18/04/2026 | 07:24 PM","18/04/2026 | 07:24 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription PADDLE.NET* NOTION","-10","10.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0156","18/04/2026 | 01:15 PM","18/04/2026 | 01:15 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Shopee","-65.7","65.70 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0254","16/04/2026 | 11:59 PM","16/04/2026 | 11:59 PM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","302.2","302.20 USD","302.20 USD","","USD","Success","","","","",""
"WLF15-WL-0108","16/04/2026 | 11:59 PM","16/04/2026 | 11:59 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-302.2","302.20 USD","302.20 USD","","USD","Success","","","","",""
"WLF15-WL-0041","2026-04-16T16:59:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","357.45","","","","USD","Success","","","","",""
"WLF15-CD-0252","15/04/2026 | 10:02 PM","","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","460.37","460.37 USD","460.37 USD","","USD","Failure","","","","",""
"WLF15-WL-0106","15/04/2026 | 10:02 PM","15/04/2026 | 10:02 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-460.37","460.37 USD","460.37 USD","","USD","Success","","","","",""
"WLF15-CD-0253","15/04/2026 | 09:02 PM","15/04/2026 | 09:02 PM","Nạp tiền vào thẻ","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Top-up from wallet","215.37","215.37 USD","215.37 EUR","","EUR","Success","","","","",""
"WLF15-WL-0107","15/04/2026 | 09:02 PM","15/04/2026 | 09:02 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano EU (VC04)","-215.37","215.37 USD","215.37 USD","","USD","Success","","","","",""
"WLF15-CD-0151","15/04/2026 | 08:55 PM","15/04/2026 | 08:55 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Amazon","-32.66","32.66 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0105","15/04/2026 | 03:02 PM","15/04/2026 | 03:02 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-499.14","499.14 USD","499.14 USD","","USD","Success","","","","",""
"WLF15-CD-0251","15/04/2026 | 03:02 PM","15/04/2026 | 03:02 PM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","499.14","499.14 USD","499.14 USD","","USD","Success","","","","",""
"WLF15-CD-0027","15/04/2026 | 03:00 PM","15/04/2026 | 03:00 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription ADOBE *CREATIVE CLD","-54.99","54.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0104","15/04/2026 | 11:02 AM","15/04/2026 | 11:02 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1098.53","1,098.53 USD","","-","USD","Success","","","","",""
"WLF15-WL-0024","2026-04-15T05:02:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","2318.76","","","","USD","Success","","","","",""
"WLF15-CD-0136","14/04/2026 | 10:56 PM","14/04/2026 | 10:56 PM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for SHOPEE *ORDER","-1.99","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0135","14/04/2026 | 10:55 PM","14/04/2026 | 10:55 PM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Shopee","-198.76","198.76 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0014","13/04/2026 | 02:12 AM","13/04/2026 | 02:12 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription GOOGLE *YOUTUBEPREM","-13.99","13.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0102","10/04/2026 | 07:16 PM","10/04/2026 | 07:16 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1485.82","1,485.82 USD","","-","USD","Success","","","","",""
"WLF15-WL-0103","10/04/2026 | 04:16 PM","10/04/2026 | 04:16 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano EU (VC04)","-194.64","194.64 USD","194.64 USD","","USD","Success","","","","",""
"WLF15-CD-0250","10/04/2026 | 04:16 PM","10/04/2026 | 04:16 PM","Nạp tiền vào thẻ","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Top-up from wallet","194.64","194.64 USD","194.64 EUR","","EUR","Success","","","","",""
"WLF15-CD-0134","10/04/2026 | 11:31 AM","10/04/2026 | 11:31 AM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for SHOPEE *ORDER","-0.41","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0133","10/04/2026 | 11:30 AM","10/04/2026 | 11:30 AM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Shopee","-41.2","41.20 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-WL-0040","2026-04-10T05:16:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","1622.32","","","","USD","Success","","","","",""
"WLF15-CD-0008","09/04/2026 | 09:39 PM","","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription Spotify P0F2K","-9.99","9.99 USD","","NaN = 1 USD","USD","Processing","","NaN undefined","","",""
"WLF15-CD-0110","09/04/2026 | 08:09 PM","09/04/2026 | 08:09 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Grab","-6.54","6.54 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0165","09/04/2026 | 12:18 PM","09/04/2026 | 12:18 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Facebook Ads","-425.39","425.39 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0101","08/04/2026 | 11:24 PM","08/04/2026 | 11:24 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1286","1,286.00 USD","","-","USD","Success","","","","",""
"WLF15-CD-0154","08/04/2026 | 05:20 PM","08/04/2026 | 05:20 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Apple","-45.51","45.51 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0172","08/04/2026 | 03:32 PM","08/04/2026 | 03:32 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Steam","-43.54","43.54 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0039","2026-04-08T15:24:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","1277.73","","","","USD","Success","","","","",""
"WLF15-CD-0084","07/04/2026 | 06:16 PM","07/04/2026 | 06:16 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Steam","-35.1","35.10 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0100","07/04/2026 | 12:52 PM","07/04/2026 | 12:52 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-418.88","418.88 USD","418.88 USD","","USD","Success","","","","",""
"WLF15-CD-0249","07/04/2026 | 12:52 PM","07/04/2026 | 12:52 PM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","418.88","418.88 USD","418.88 USD","","USD","Success","","","","",""
"WLF15-CD-0002","07/04/2026 | 02:52 AM","07/04/2026 | 02:52 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription NETFLIX.COM","-15.49","15.49 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0099","07/04/2026 | 01:52 AM","07/04/2026 | 01:52 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-515.14","515.14 USD","515.14 USD","","USD","Success","","","","",""
"WLF15-CD-0248","07/04/2026 | 01:52 AM","07/04/2026 | 01:52 AM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","515.14","515.14 USD","515.14 USD","","USD","Success","","","","",""
"WLF15-WL-0023","2026-04-07T00:52:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","973.99","","","","USD","Success","","","","",""
"WLF15-CD-0085","06/04/2026 | 02:22 PM","06/04/2026 | 02:22 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Namecheap","-21.15","21.15 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0124","06/04/2026 | 04:59 AM","","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Booking.com","-70.36","70.36 USD","","NaN = 1 USD","USD","Pending","","NaN undefined","","",""
"WLF15-CD-0070","04/04/2026 | 01:07 PM","04/04/2026 | 01:07 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Uber","-30.2","30.20 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0075","04/04/2026 | 01:25 AM","04/04/2026 | 01:25 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Google Ads","-104.79","104.79 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0020","03/04/2026 | 11:48 PM","03/04/2026 | 11:48 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription OPENAI *CHATGPT SUBSCR","-20","20.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0069","03/04/2026 | 10:55 PM","03/04/2026 | 10:55 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Namecheap","-53.2","53.20 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0098","03/04/2026 | 12:03 AM","03/04/2026 | 12:03 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1132.61","1,132.61 USD","","-","USD","Success","","","","",""
"WLF15-WL-0038","2026-04-02T10:03:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Amazon (USD)","1092.7","","","","USD","Success","","","","",""
"WLF15-WL-0096","01/04/2026 | 10:08 PM","01/04/2026 | 10:08 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1885.83","1,885.83 USD","","-","USD","Success","","","","",""
"WLF15-CD-0247","01/04/2026 | 05:08 PM","01/04/2026 | 05:08 PM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","331.09","331.09 USD","331.09 USD","","USD","Success","","","","",""
"WLF15-WL-0097","01/04/2026 | 05:08 PM","01/04/2026 | 05:08 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-331.09","331.09 USD","331.09 USD","","USD","Success","","","","",""
"WLF15-WL-0009","2026-04-01T12:08:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","2139.53","","","","USD","Success","","","","",""
"WLF15-CD-0187","01/04/2026 | 03:09 AM","01/04/2026 | 03:09 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Grab","-17.73","17.73 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0171","29/03/2026 | 03:28 PM","29/03/2026 | 03:28 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Amazon","-32.45","32.45 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0095","29/03/2026 | 09:48 AM","29/03/2026 | 09:48 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Lazada","-216.69","216.69 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0078","29/03/2026 | 08:40 AM","29/03/2026 | 08:40 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","The Coffee House","-11.51","11.51 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0058","29/03/2026 | 12:29 AM","","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription NORDVPN *MONTHLY","-3.99","3.99 USD","","NaN = 1 USD","USD","Processing","","NaN undefined","","",""
"WLF15-CD-0126","28/03/2026 | 05:53 PM","28/03/2026 | 05:53 PM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for SHOPEE *ORDER","-0.12","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0125","28/03/2026 | 05:52 PM","28/03/2026 | 05:52 PM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Shopee","-11.73","11.73 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0108","28/03/2026 | 03:03 PM","28/03/2026 | 03:03 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Grab","-17.29","17.29 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0182","28/03/2026 | 02:56 AM","28/03/2026 | 02:56 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Amazon","-216.75","216.75 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0052","27/03/2026 | 08:22 PM","27/03/2026 | 08:22 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription CLOUDWAYS HOSTING","-16","16.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0067","27/03/2026 | 04:51 PM","27/03/2026 | 04:51 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Apple","-25.07","25.07 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0099","26/03/2026 | 08:15 PM","26/03/2026 | 08:15 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Shopee","-15.84","15.84 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0095","25/03/2026 | 12:27 PM","25/03/2026 | 12:27 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1689.77","1,689.77 USD","","-","USD","Success","","","","",""
"WLF15-WL-0022","2026-03-25T00:27:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","1801.08","","","","USD","Success","","","","",""
"WLF15-CD-0046","24/03/2026 | 08:00 PM","24/03/2026 | 08:00 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription FIGMA.COM","-15","15.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0185","24/03/2026 | 05:38 AM","24/03/2026 | 05:38 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Amazon","-84.8","84.80 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0103","24/03/2026 | 12:10 AM","","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Grab","-20.38","20.38 USD","","NaN = 1 USD","USD","Failure","","NaN undefined","","",""
"WLF15-CD-0040","21/03/2026 | 07:57 PM","21/03/2026 | 07:57 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription CANVA* PRO MONTHLY","-12.99","12.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0181","19/03/2026 | 10:33 PM","19/03/2026 | 10:33 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Lazada","-155.82","155.82 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0174","18/03/2026 | 09:35 PM","18/03/2026 | 09:35 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Shopee","-18.79","18.79 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0114","18/03/2026 | 07:45 PM","18/03/2026 | 07:45 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Facebook Ads","-248.04","248.04 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0033","18/03/2026 | 05:18 PM","18/03/2026 | 05:18 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription PADDLE.NET* NOTION","-10","10.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0173","18/03/2026 | 08:37 AM","18/03/2026 | 08:37 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Shopee","-56.22","56.22 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0184","16/03/2026 | 04:18 AM","16/03/2026 | 04:18 AM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for VULTR.COM* CLOUD","-0.17","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0183","16/03/2026 | 04:17 AM","16/03/2026 | 04:17 AM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Vultr","-17.16","17.16 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0026","15/03/2026 | 06:42 PM","15/03/2026 | 06:42 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription ADOBE *CREATIVE CLD","-54.99","54.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0086","14/03/2026 | 08:09 PM","14/03/2026 | 08:09 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Lazada","-72.25","72.25 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0079","13/03/2026 | 06:58 AM","13/03/2026 | 06:58 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","AliExpress","-229.41","229.41 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0138","13/03/2026 | 03:37 AM","13/03/2026 | 03:37 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Shopee","-91.32","91.32 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0013","12/03/2026 | 10:03 PM","12/03/2026 | 10:03 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription GOOGLE *YOUTUBEPREM","-13.99","13.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0167","12/03/2026 | 05:29 PM","12/03/2026 | 05:29 PM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for LAZADA *MALL","-0.17","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0166","12/03/2026 | 05:28 PM","12/03/2026 | 05:28 PM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Lazada","-16.5","16.50 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0107","11/03/2026 | 07:41 PM","11/03/2026 | 07:41 PM","Rút tiền từ ví","Ví","Volcano EU","xxxx xxxx xxxx 0004","FX fee for NAMECHEAP* DOMAIN","-0.18","","NaN EUR","","EUR","Success","","","","",""
"WLF15-CD-0106","11/03/2026 | 07:40 PM","11/03/2026 | 07:40 PM","Thẻ chi tiêu","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Namecheap","-18.09","18.09 USD","","NaN = 1 USD","EUR","Success","","NaN undefined","","",""
"WLF15-CD-0066","10/03/2026 | 03:35 PM","10/03/2026 | 03:35 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","The Coffee House","-8.47","8.47 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0092","10/03/2026 | 02:41 AM","10/03/2026 | 02:41 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1583.66","1,583.66 USD","","-","USD","Success","","","","",""
"WLF15-CD-0245","10/03/2026 | 12:41 AM","10/03/2026 | 12:41 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","505.74","505.74 USD","505.74 USD","","USD","Success","","","","",""
"WLF15-WL-0093","10/03/2026 | 12:41 AM","10/03/2026 | 12:41 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-505.74","505.74 USD","505.74 USD","","USD","Success","","","","",""
"WLF15-CD-0007","09/03/2026 | 09:17 PM","","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription Spotify P0F2K","-9.99","9.99 USD","","NaN = 1 USD","USD","Failure","","NaN undefined","","",""
"WLF15-CD-0246","09/03/2026 | 05:41 PM","09/03/2026 | 05:41 PM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","180.01","180.01 USD","180.01 USD","","USD","Success","","","","",""
"WLF15-WL-0094","09/03/2026 | 05:41 PM","09/03/2026 | 05:41 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-180.01","180.01 USD","180.01 USD","","USD","Success","","","","",""
"WLF15-WL-0021","2026-03-09T07:41:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","2245.76","","","","USD","Success","","","","",""
"WLF15-CD-0243","09/03/2026 | 05:56 AM","09/03/2026 | 05:56 AM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","304.41","304.41 USD","304.41 USD","","USD","Success","","","","",""
"WLF15-WL-0090","09/03/2026 | 05:56 AM","09/03/2026 | 05:56 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-304.41","304.41 USD","304.41 USD","","USD","Success","","","","",""
"WLF15-CD-0244","09/03/2026 | 03:56 AM","09/03/2026 | 03:56 AM","Nạp tiền vào thẻ","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Top-up from wallet","241.91","241.91 USD","241.91 EUR","","EUR","Success","","","","",""
"WLF15-WL-0091","09/03/2026 | 03:56 AM","09/03/2026 | 03:56 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano EU (VC04)","-241.91","241.91 USD","241.91 USD","","USD","Success","","","","",""
